2020-02-12 17:24:02,976 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Wed Feb 12 17:24:02 UTC 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-02-13 07:44:22,572 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48160 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48164@1883
2020-02-13 07:44:25,655 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48164 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48168@1883
2020-02-13 07:44:28,734 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48168 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48172@1883
2020-02-13 07:44:31,819 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48172 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48176@1883
2020-02-13 07:44:34,901 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48176 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48180@1883
2020-02-13 07:44:37,991 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48180 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48184@1883
2020-02-13 07:44:41,056 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48184 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48188@1883
2020-02-13 07:44:44,153 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48188 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48192@1883
2020-02-13 07:44:47,246 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48192 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48196@1883
2020-02-13 07:44:50,317 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48196 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48200@1883
2020-02-13 07:44:53,334 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48200 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48204@1883
2020-02-13 07:44:56,434 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48204 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48208@1883
2020-02-13 07:44:59,535 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48208 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48212@1883
2020-02-13 07:45:02,627 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48212 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48216@1883
2020-02-13 07:45:05,715 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48216 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48220@1883
2020-02-13 07:45:08,769 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48220 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48224@1883
2020-02-13 07:45:11,836 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48224 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48228@1883
2020-02-13 07:45:14,916 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48228 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48232@1883
2020-02-13 07:45:17,981 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48232 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48236@1883
2020-02-13 07:45:21,027 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48236 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48240@1883
2020-02-13 07:45:24,030 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48240 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48244@1883
2020-02-13 07:45:27,090 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48244 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48248@1883
2020-02-13 07:45:30,154 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48248 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48252@1883
2020-02-13 07:45:33,247 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48252 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48256@1883
2020-02-13 07:45:36,293 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48256 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48260@1883
2020-02-13 07:45:39,353 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48260 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48264@1883
2020-02-13 07:45:42,427 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48264 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48268@1883
2020-02-13 07:45:45,538 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48268 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48272@1883
2020-02-13 07:45:48,639 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48272 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48276@1883
2020-02-13 07:45:51,730 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48276 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48280@1883
2020-02-13 07:45:54,768 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48280 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48284@1883
2020-02-13 07:45:57,841 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48284 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48288@1883
2020-02-13 07:46:00,016 | WARN  | Transport Connection to: tcp://172.17.0.1:48288 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48288@1883
2020-02-13 07:46:42,108 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48292 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48296@1883
2020-02-13 07:46:45,174 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48296 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48300@1883
2020-02-13 07:46:48,267 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48300 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48304@1883
2020-02-13 07:46:51,333 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48304 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48308@1883
2020-02-13 07:46:54,378 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48308 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48312@1883
2020-02-13 07:46:57,467 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48312 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48316@1883
2020-02-13 07:47:00,556 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48316 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48320@1883
2020-02-13 07:47:03,658 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48320 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48324@1883
2020-02-13 07:47:06,760 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48324 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48328@1883
2020-02-13 07:47:09,846 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48328 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48332@1883
2020-02-13 07:47:12,936 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48332 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48336@1883
2020-02-13 07:47:15,997 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48336 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48340@1883
2020-02-13 07:47:19,057 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48340 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48344@1883
2020-02-13 07:47:22,073 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48344 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48348@1883
2020-02-13 07:47:25,131 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48348 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48352@1883
2020-02-13 07:47:28,188 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48352 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48356@1883
2020-02-13 07:47:31,245 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48356 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48360@1883
2020-02-13 07:47:34,326 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48360 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48364@1883
2020-02-13 07:47:37,387 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48364 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48368@1883
2020-02-13 07:47:40,482 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48368 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48372@1883
2020-02-13 07:47:43,592 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48372 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48376@1883
2020-02-13 07:47:46,676 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48376 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48380@1883
2020-02-13 07:47:49,728 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48380 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48384@1883
2020-02-13 07:47:52,757 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48384 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48388@1883
2020-02-13 07:47:55,852 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48388 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48392@1883
2020-02-13 07:47:58,900 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48392 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48396@1883
2020-02-13 07:48:01,942 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48396 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48400@1883
2020-02-13 07:48:05,020 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48400 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48404@1883
2020-02-13 07:48:08,104 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48404 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48408@1883
2020-02-13 07:48:11,181 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48408 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48412@1883
2020-02-13 07:48:14,278 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48412 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48416@1883
2020-02-13 07:48:17,364 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48416 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48420@1883
2020-02-13 07:48:20,451 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48420 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48424@1883
2020-02-13 07:48:23,502 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48424 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48428@1883
2020-02-13 07:48:26,600 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48428 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48432@1883
2020-02-13 07:48:29,661 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48432 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48436@1883
2020-02-13 07:48:32,708 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48436 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48440@1883
2020-02-13 07:48:35,793 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48440 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48444@1883
2020-02-13 07:48:37,631 | WARN  | Transport Connection to: tcp://172.17.0.1:48444 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48444@1883
2020-02-13 07:49:16,608 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48448 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48452@1883
2020-02-13 07:49:19,694 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48452 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48456@1883
2020-02-13 07:49:22,749 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48456 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48460@1883
2020-02-13 07:49:25,806 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48460 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48464@1883
2020-02-13 07:49:28,900 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48464 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48472@1883
2020-02-13 07:49:31,961 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48472 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48476@1883
2020-02-13 07:49:35,012 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48476 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48480@1883
2020-02-13 07:49:52,275 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48480 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48484@1883
2020-02-13 07:50:39,295 | WARN  | Transport Connection to: tcp://172.17.0.1:48484 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48484@1883
2020-02-13 07:53:44,382 | WARN  | Transport Connection to: tcp://172.17.0.1:48496 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48496@1883
2020-02-13 07:53:44,393 | WARN  | Transport Connection to: tcp://172.17.0.1:48500 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48500@1883
2020-02-13 07:57:34,553 | WARN  | Transport Connection to: tcp://172.17.0.1:48720 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48720@1883
2020-02-13 07:57:34,556 | WARN  | Transport Connection to: tcp://172.17.0.1:48708 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48708@1883
2020-02-13 07:57:34,555 | WARN  | Transport Connection to: tcp://172.17.0.1:48692 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48692@1883
2020-02-13 07:57:34,555 | WARN  | Transport Connection to: tcp://172.17.0.1:48700 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48700@1883
2020-02-13 07:57:34,555 | WARN  | Transport Connection to: tcp://172.17.0.1:48704 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48704@1883
2020-02-13 07:57:34,555 | WARN  | Transport Connection to: tcp://172.17.0.1:48696 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48696@1883
2020-02-13 07:57:34,553 | WARN  | Transport Connection to: tcp://172.17.0.1:48724 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48724@1883
2020-02-13 07:57:34,553 | WARN  | Transport Connection to: tcp://172.17.0.1:48716 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48716@1883
2020-02-13 07:57:34,553 | WARN  | Transport Connection to: tcp://172.17.0.1:48712 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48712@1883
2020-02-13 07:57:34,599 | WARN  | Transport Connection to: tcp://172.17.0.1:48664 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48664@1883
2020-02-13 07:57:34,597 | WARN  | Transport Connection to: tcp://172.17.0.1:48660 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48660@1883
2020-02-13 07:57:34,597 | WARN  | Transport Connection to: tcp://172.17.0.1:48668 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48668@1883
2020-02-13 07:57:34,590 | WARN  | Transport Connection to: tcp://172.17.0.1:48672 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48672@1883
2020-02-13 07:57:34,589 | WARN  | Transport Connection to: tcp://172.17.0.1:48676 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48676@1883
2020-02-13 07:57:34,564 | WARN  | Transport Connection to: tcp://172.17.0.1:48680 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48680@1883
2020-02-13 07:57:34,562 | WARN  | Transport Connection to: tcp://172.17.0.1:48684 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48684@1883
2020-02-13 07:57:34,559 | WARN  | Transport Connection to: tcp://172.17.0.1:48688 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48688@1883
2020-02-13 07:57:34,617 | WARN  | Transport Connection to: tcp://172.17.0.1:48652 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48652@1883
2020-02-13 07:57:34,639 | WARN  | Transport Connection to: tcp://172.17.0.1:48656 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48656@1883
2020-02-13 07:57:34,642 | WARN  | Transport Connection to: tcp://172.17.0.1:48632 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48632@1883
2020-02-13 07:57:34,647 | WARN  | Transport Connection to: tcp://172.17.0.1:48644 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48644@1883
2020-02-13 07:57:34,648 | WARN  | Transport Connection to: tcp://172.17.0.1:48636 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48636@1883
2020-02-13 07:57:34,647 | WARN  | Transport Connection to: tcp://172.17.0.1:48640 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48640@1883
2020-02-13 07:57:34,657 | WARN  | Transport Connection to: tcp://172.17.0.1:48648 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48648@1883
2020-02-13 07:57:34,655 | WARN  | Transport Connection to: tcp://172.17.0.1:48608 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48608@1883
2020-02-13 07:57:34,655 | WARN  | Transport Connection to: tcp://172.17.0.1:48600 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48600@1883
2020-02-13 07:57:34,653 | WARN  | Transport Connection to: tcp://172.17.0.1:48596 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48596@1883
2020-02-13 07:57:34,653 | WARN  | Transport Connection to: tcp://172.17.0.1:48604 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48604@1883
2020-02-13 07:57:34,650 | WARN  | Transport Connection to: tcp://172.17.0.1:48628 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48628@1883
2020-02-13 07:57:34,649 | WARN  | Transport Connection to: tcp://172.17.0.1:48620 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48620@1883
2020-02-13 07:57:34,648 | WARN  | Transport Connection to: tcp://172.17.0.1:48616 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48616@1883
2020-02-13 07:57:34,690 | WARN  | Transport Connection to: tcp://172.17.0.1:48528 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48528@1883
2020-02-13 07:57:34,648 | WARN  | Transport Connection to: tcp://172.17.0.1:48624 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48624@1883
2020-02-13 07:57:34,696 | WARN  | Transport Connection to: tcp://172.17.0.1:48512 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48512@1883
2020-02-13 07:57:34,696 | WARN  | Transport Connection to: tcp://172.17.0.1:48508 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48508@1883
2020-02-13 07:57:34,696 | WARN  | Transport Connection to: tcp://172.17.0.1:48516 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48516@1883
2020-02-13 07:57:34,695 | WARN  | Transport Connection to: tcp://172.17.0.1:48524 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48524@1883
2020-02-13 07:57:34,695 | WARN  | Transport Connection to: tcp://172.17.0.1:48548 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48548@1883
2020-02-13 07:57:34,694 | WARN  | Transport Connection to: tcp://172.17.0.1:48504 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48504@1883
2020-02-13 07:57:34,693 | WARN  | Transport Connection to: tcp://172.17.0.1:48520 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48520@1883
2020-02-13 07:57:34,691 | WARN  | Transport Connection to: tcp://172.17.0.1:48532 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48532@1883
